Fri Aug 11 15:17:42 2023    stats.prof

         14279460 function calls (13935027 primitive calls) in 18.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      842    0.002    0.000    0.187    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1453(typeof_assign)
      761    0.047    0.000    0.186    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:404(<listcomp>)
13225/2856    0.006    0.000    0.186    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\assumptions.py:477(getit)
2224/1982    0.002    0.000    0.183    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir_utils.py:1520(guard)
    68898    0.045    0.000    0.179    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:1892(nonzero)
    13134    0.008    0.000    0.179    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:598(list_vars)
     1773    0.055    0.000    0.176    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\numpy_support.py:357(ufunc_find_matching_loop)
  917/208    0.039    0.000    0.175    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\assumptions.py:489(_ask)
        4    0.000    0.000    0.162    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\arrayobj.py:4038(_empty_nd_impl)
     5296    0.160    0.000    0.160    0.000 C:\Users\Sahas\AppData\Roaming\Python\Python311\site-packages\colorama\win32.py:177(SetConsoleMode)
      363    0.001    0.000    0.159    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pprint.py:206(_pprint_dict)
    87925    0.155    0.000    0.155    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
    38692    0.034    0.000    0.154    0.000 <__array_function__ internals>:177(ndim)
   193874    0.101    0.000    0.151    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:1275(find_insts)
    68583    0.150    0.000    0.150    0.000 {built-in method numpy.arange}
       13    0.002    0.000    0.147    0.011 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:614(run_pass)
      449    0.001    0.000    0.144    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:755(_do_work_expr)
    18359    0.017    0.000    0.143    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pprint.py:454(_repr)
        3    0.000    0.000    0.139    0.046 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\function.py:2425(diff)
    184/3    0.000    0.000    0.139    0.046 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\expr.py:3553(diff)
    184/3    0.001    0.000    0.139    0.046 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\function.py:1906(_derivative_dispatch)
    184/3    0.002    0.000    0.139    0.046 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\function.py:1237(__new__)
  191/155    0.006    0.000    0.139    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:197(flatten)
      444    0.003    0.000    0.138    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:698(_get_callable_info)
       26    0.003    0.000    0.136    0.005 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\rewrites\registry.py:54(apply)
   999626    0.134    0.000    0.134    0.000 {method 'append' of 'list' objects}
45329/43483    0.019    0.000    0.134    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.133    0.044 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\lambdify.py:181(lambdify)
      444    0.001    0.000    0.133    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:700(get_func_type)
      306    0.000    0.000    0.133    0.000 <__array_function__ internals>:177(hstack)
  495/445    0.003    0.000    0.131    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:526(get_function)
      306    0.002    0.000    0.130    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:299(hstack)
    46/34    0.000    0.000    0.129    0.004 {built-in method builtins.__import__}
356837/356441    0.100    0.000    0.129    0.000 {built-in method builtins.getattr}
       88    0.000    0.000    0.128    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:233(__repr__)
      753    0.001    0.000    0.127    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:481(apply)
       13    0.000    0.000    0.126    0.010 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:224(run_pass)
      761    0.002    0.000    0.126    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:272(_select)
       88    0.000    0.000    0.126    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:207(_get_body_lines)
    68581    0.076    0.000    0.126    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\integrate\_ivp\base.py:229(__init__)
   325/80    0.000    0.000    0.126    0.002 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:153(refresh)
       88    0.001    0.000    0.125    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:212(<listcomp>)
      761    0.021    0.000    0.124    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:592(resolve_overload)
46969/26553    0.036    0.000    0.123    0.000 {method 'format' of 'str' objects}
      119    0.001    0.000    0.122    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:915(lower_call)
34756/18359    0.021    0.000    0.122    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pprint.py:463(format)
     46/3    0.000    0.000    0.121    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\function.py:1897(_dispatch_eval_derivative_n_times)
     18/3    0.000    0.000    0.121    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\basic.py:1774(_eval_derivative_n_times)
      5/3    0.000    0.000    0.121    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:506(_eval_derivative)
      363    0.018    0.000    0.120    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pprint.py:377(_format_dict_items)
    38688    0.023    0.000    0.120    0.000 {method 'any' of 'numpy.ndarray' objects}
      217    0.000    0.000    0.119    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:1010(__str__)
      217    0.000    0.000    0.119    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:1003(descr)
      134    0.001    0.000    0.119    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1559(typeof_global)
      5/3    0.000    0.000    0.119    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:508(<listcomp>)
       13    0.000    0.000    0.118    0.009 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\untyped_passes.py:192(run_pass)
      119    0.001    0.000    0.114    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:1157(_lower_call_normal)
      327    0.001    0.000    0.113    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\misc.py:76(maybe_literal)
    68581    0.111    0.000    0.111    0.000 {method 'copy' of 'numpy.ndarray' objects}
   150762    0.110    0.000    0.110    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\serialize.py:30(_numba_unpickle)
        4    0.000    0.000    0.109    0.027 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:288(create_cpython_wrapper)
        4    0.000    0.000    0.109    0.027 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu.py:178(create_cpython_wrapper)
34756/18359    0.043    0.000    0.109    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pprint.py:551(_safe_repr)
20376/8932    0.014    0.000    0.108    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\_utils.py:44(__str__)
  1261/33    0.007    0.000    0.108    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\printing\printer.py:294(_print)
8986/8199    0.034    0.000    0.108    0.000 {built-in method builtins.sorted}
       31    0.000    0.000    0.108    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:996(descr_body)
      780    0.002    0.000    0.108    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:1139(descr)
        5    0.000    0.000    0.107    0.021 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:301(create_cfunc_wrapper)
        5    0.000    0.000    0.107    0.021 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu.py:190(create_cfunc_wrapper)
   325/80    0.001    0.000    0.106    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:415(_load_builtins)
    52/14    0.001    0.000    0.106    0.008 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\printing\str.py:50(_print_Add)
 2925/720    0.009    0.000    0.106    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:428(install_registry)
     6101    0.013    0.000    0.105    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:13(__init__)
      780    0.002    0.000    0.104    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:1141(<listcomp>)
     8236    0.009    0.000    0.101    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:537(__init__)
       28    0.001    0.000    0.099    0.004 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:184(flatten)
    38994    0.020    0.000    0.098    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:55(_any)
     1015    0.001    0.000    0.097    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:42(find)
       13    0.000    0.000    0.095    0.007 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\untyped_passes.py:1695(run_pass)
     6352    0.015    0.000    0.095    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:544(_to_string)
      180    0.001    0.000    0.093    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:49(_find)
  954/135    0.002    0.000    0.092    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\printing\str.py:33(parenthesize)
    87929    0.092    0.000    0.092    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     6456    0.026    0.000    0.091    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:542(_rate_arguments)
        7    0.000    0.000    0.091    0.013 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\expr.py:195(__add__)
     8479    0.060    0.000    0.091    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:557(_set_name)
      245    0.000    0.000    0.091    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1044(__init__)
    38692    0.056    0.000    0.090    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:3152(ndim)
      708    0.001    0.000    0.090    0.000 <__array_function__ internals>:177(atleast_1d)
        1    0.000    0.000    0.089    0.089 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:1(<module>)
      238    0.001    0.000    0.088    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1090(_init_once)
   359539    0.088    0.000    0.088    0.000 {built-in method math.sqrt}
      249    0.001    0.000    0.087    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:900(_get_target_registry)
      708    0.059    0.000    0.087    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
     17/9    0.000    0.000    0.087    0.010 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:970(_eval_derivative_n_times)
    39937    0.087    0.000    0.087    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.084    0.084 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\__init__.py:1(<module>)
        2    0.000    0.000    0.081    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\functions.py:389(get_call_type)
        2    0.000    0.000    0.081    0.040 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1131(generic)
53641/53434    0.014    0.000    0.079    0.000 {built-in method builtins.hasattr}
        3    0.000    0.000    0.078    0.026 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1073(_get_signature)
       86    0.001    0.000    0.076    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cgutils.py:99(__init__)
    19903    0.029    0.000    0.075    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numerictypes.py:356(issubdtype)
       37    0.001    0.000    0.074    0.002 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\callconv.py:871(call_function)
      533    0.001    0.000    0.072    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3277(signature)
      533    0.001    0.000    0.072    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3023(from_callable)
8298/7375    0.006    0.000    0.071    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:132(__enter__)
       36    0.000    0.000    0.071    0.002 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\arrayobj.py:76(_make_refs)
      533    0.004    0.000    0.071    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2426(_signature_from_callable)
        1    0.000    0.000    0.070    0.070 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\polyhedron.py:1(<module>)
        3    0.000    0.000    0.069    0.023 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\lambdify.py:1103(doprint)
       49    0.000    0.000    0.068    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:719(add_linking_library)
       23    0.000    0.000    0.068    0.003 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:732(add_llvm_module)
       17    0.000    0.000    0.067    0.004 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\printing\codeprinter.py:118(doprint)
    45/29    0.000    0.000    0.067    0.002 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:986(<listcomp>)
    20782    0.023    0.000    0.067    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\numpy_support.py:339(ufunc_can_cast)
    19344    0.067    0.000    0.067    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:108(_clip_dep_invoke_with_casting)
  129/127    0.000    0.000    0.066    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\typed\__init__.py:10(__getattr__)
  141/139    0.000    0.000    0.065    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\__init__.py:108(import_module)
18283/17955    0.010    0.000    0.065    0.000 {method 'join' of 'str' objects}
  141/139    0.000    0.000    0.065    0.000 <frozen importlib._bootstrap>:1194(_gcd_import)
