Fri Aug 11 15:17:42 2023    stats.prof

         14279460 function calls (13935027 primitive calls) in 18.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\transforms.py:25(opt_level)
     1774    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\ufunc_db.py:18(_lazy_init_db)
       23    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\transforms.py:83(slp_vectorize)
      141    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:800(get_dummy_value)
      402    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      306    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:218(_vhstack_dispatcher)
        9    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:305(raise_object)
       11    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\arrayobj.py:147(fix_integer_index)
       83    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:481(<listcomp>)
       68    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:135(__init__)
       78    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:1216(num)
      118    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:231(descr)
     1536    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\ast.py:255(iter_fields)
      238    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\sympify.py:68(_is_numpy_instance)
       17    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:298(declare_env_global)
       23    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\transforms.py:71(loop_vectorize)
     1786    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\logic\boolalg.py:460(<lambda>)
      690    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:558(__eq__)
       51    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\packer.py:132(argument_types)
    81/51    0.000    0.000    0.001    0.000 {built-in method builtins.divmod}
       15    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\executionengine.py:171(_raw_object_cache_notify)
     1025    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\operations.py:63(<genexpr>)
     1644    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:388(__setattr__)
        4    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu.py:117(get_env_body)
       25    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cgutils.py:455(is_not_null)
       52    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:328(descr)
       10    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:138(_load_effective_address)
       14    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:1411(moveaxis)
       62    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\_functools.py:89(pass_none)
       30    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\executionengine.py:138(_find_module_ptr)
      878    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:44(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\heapq.py:1(<module>)
      164    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\expr.py:1061(neg)
      104    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
      345    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:684(get_type)
     2223    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:1318(terminator)
      325    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\controlflow.py:88(__init__)
       52    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:310(__init__)
     2868    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\expr.py:149(_hashable_content)
      113    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:47(<listcomp>)
       67    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\enum.py:356(__setitem__)
    88/61    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:199(_construct)
        7    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:147(load_data)
       22    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:512(format_constant)
       18    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(sum)
       82    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:443(_ufunc_db_function)
        4    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\builtins.py:329(number_constructor)
        9    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:101(fold_argument_types)
       13    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:1464(_legalize_exception_vars)
      303    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:1081(add_attribute)
       30    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:2139(__divmod__)
        3    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\immutable.py:104(_new)
      396    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:1147(add_linking_libs)
        6    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cgutils.py:900(if_zero)
     3336    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\abstract.py:158(is_precise)
       52    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\itanium_mangler.py:103(mangle_abi_tag)
       66    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:2060(_keep_coeff)
       23    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\numbers.py:587(real_sub_impl)
     1704    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\inline_closurecall.py:1558(<listcomp>)
       13    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:175(emit_environment_object)
       12    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:233(decref)
     2648    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\errors.py:240(__enter__)
      117    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:281(_format_double)
       78    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\mpmath\ctx_mp_python.py:169(_cmp)
        1    0.000    0.000    0.001    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\runtime\nrtdynmod.py:63(_define_nrt_decref)
      235    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\extending.py:222(overload_method)
      396    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:1191(__getattr__)
       16    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:998(make_array)
      256    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\itanium_mangler.py:94(_len_encoded)
       10    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:474(as_data)
        1    0.000    0.000    0.001    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\cmathdecl.py:1(<module>)
       11    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\slicing.py:15(fix_index)
      332    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\target_extension.py:46(current_target)
      328    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu.py:113(call_conv)
        2    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\arrayobj.py:5126(_fail)
      792    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:581(<genexpr>)
        2    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\mathimpl.py:401(pow_impl)
      327    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\builder.py:211(module)
      496    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:1252(__init__)
       13    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typed_passes.py:569(run_pass)
       99    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
       20    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\module.py:79(get_function)
      375    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:1460(<genexpr>)
      503    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1502(__hash__)
        9    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:282(err_clear)
       34    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:1252(_eval_is_extended_negative)
       22    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\serialize.py:193(reducer_override)
      101    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\numpy_support.py:232(select_array_wrapper)
      478    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\containers.py:70(__iter__)
        6    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cgutils.py:395(alloca_once_value)
     1690    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\npydecl.py:117(<genexpr>)
      155    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:107(read)
     35/8    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:687(_c3_mro)
        4    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:872(__init__)
       18    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2188(sum)
      164    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:1220(_as_mpf_val)
       27    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:2149(op_STORE_FAST)
      124    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:536(__str__)
       98    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
      663    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\iterables.py:2956(is_sequence)
        6    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\options.py:45(_apply)
       10    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:815(mtime)
     1279    0.001    0.000    0.001    0.000 {method 'with_traceback' of 'BaseException' objects}
      153    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\integrate\_ode.py:1253(__init__)
      240    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\ffi.py:231(__init__)
       49    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:656(_eval_is_infinite)
        6    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu.py:290(finalize)
       13    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\controlflow.py:511(_find_dominators_internal)
       68    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1827(adapt_state_infos)
      653    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:48(get_argument_type)
        2    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\listobj.py:48(size)
        6    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:1408(set_env)
       86    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\symbol.py:340(_hashable_content)
       50    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\base.py:972(get_helper_class)
      353    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\analysis.py:200(fix_point_progress)
     2691    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1893(<genexpr>)
     1690    0.001    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\npydecl.py:61(<genexpr>)
      712    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ssa.py:262(on_assign)
       55    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:85(__hash__)
     2441    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      404    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:476(__new__)
        5    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:588(from_data)
       22    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cloudpickle\cloudpickle_fast.py:696(reducer_override)
      100    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        6    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\imputils.py:60(lower_getattr_generic)
        1    0.000    0.000    0.001    0.001 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\random\generator_core.py:1(<module>)
      390    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:444(elements)
       62    0.000    0.000    0.001    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:957(_name_from_stem)
      689    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cpu_options.py:180(encode)
      134    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\itanium_mangler.py:74(repl)
       88    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\module.py:7(__init__)
     1102    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:263(define)
      110    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:2327(<listcomp>)
     2098    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\common.py:27(_is_shutting_down)
       75    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:1265(<lambda>)
       22    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:484(literal_struct)
      313    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir_utils.py:1852(is_operator_or_getitem)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\npytypes.py:470(copy)
       78    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\mpmath\ctx_mp_python.py:47(__new__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:1227(peep_hole_split_at_pop_block)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\extending.py:190(decorate)
      380    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:527(_push_exit_callback)
      272    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:511(cast)
      217    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:887(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\abstract.py:177(__call__)
      154    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\context.py:228(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\textwrap.py:238(_wrap_chunks)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\pythonapi.py:1318(return_none)
       22    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:513(<listcomp>)
     1957    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      202    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\dis.py:639(findlinestarts)
       36    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1020(seed_argument)
       43    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:669(_eval_is_imaginary)
     1124    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\value.py:155(linkage)
      291    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\packer.py:137(<genexpr>)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\lowering.py:825(<listcomp>)
      613    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      117    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:274(_format_float_as_hex)
      890    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\transforms.py:37(visit_Instruction)
      306    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\exprtools.py:216(decompose_power)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\partitions.py:1(<module>)
       56    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\rewrites\static_raise.py:46(match)
      305    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\_utils.py:9(__init__)
     2135    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:1737(current_scope)
     1124    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      312    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\mpmath\libmp\libintmath.py:149(numeral_python)
       10    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\funcdesc.py:117(llvm_cpython_wrapper_name)
      495    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:128(as_function)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:1417(_end_try_blocks)
      464    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\printing\printer.py:324(<genexpr>)
      487    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:1398(<listcomp>)
       43    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\decorators.py:206(_jit)
     1728    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\functions.py:249(<genexpr>)
       62    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\_functools.py:99(wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\cgutils.py:1104(muladd_with_overflow)
      367    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\permutations.py:1378(<listcomp>)
      100    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\iterables.py:1977(uniq)
      538    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:139(append)
      757    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1216(<genexpr>)
      240    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\binding\ffi.py:249(__del__)
       46    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\function.py:1488(_sort_variable_count)
      294    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
