Temperature (K),Resistivity (uOhm-cm)
216.130999755859,184.16142579729998
217.158728027344,185.0129207341
218.155960083008,185.9880250997
219.172021484375,186.8803638535
220.141293334961,187.7569148093
221.208367919922,188.7321146415
222.185546875,189.6046758867
223.184097290039,190.5029614175
224.143539428711,191.3454983999
225.155618286133,192.3084944114
226.171850585938,193.26583402370002
227.137780761719,194.0861511421
228.181558227539,195.0728268618
229.187509155273,196.0320718294
230.206842041016,196.92649891620002
231.18782043457,197.80941033789998
232.244775390625,198.7712687051
233.216809082031,199.7428527378
234.142294311523,200.5764954102
235.185104370117,201.5028163152
236.164904785156,202.30943396880002
237.201473999023,203.3725546121
238.219888305664,204.2257241931
239.218423461914,205.2412905091
240.176959228516,206.0947226234
241.147082519531,206.96381126900002
242.19440612793,207.9048817722
243.172647094727,208.8762788494
244.189761352539,209.8240717962
245.160977172852,210.7093818175
246.188717651367,211.64569489910002
247.170303344727,212.6027043558
248.187802124023,213.5640376565
249.1755859375,214.49644853860002
250.160800170898,215.3882662035
251.192208862305,216.361676036
252.187542724609,217.3522261107
253.175387573242,218.2612397069
254.213458251953,219.1276234639
255.15959777832,220.0269471946
256.195623779297,221.0429669773
257.209039306641,222.0138230767
258.215203857422,222.8607037918
259.143341064453,223.7945108737
260.157794189453,224.83361369780002
261.133575439453,225.6548576384
262.174108886719,226.6935507515
263.157708740234,227.57268328479998
264.204772949219,228.5556795604
265.152575683594,229.4102692079
266.192315673828,230.5192695343
267.185675048828,231.3927098683
268.214410400391,232.4011957407
269.178100585938,233.35267210930002
270.165814208984,234.2480538627
271.184906005859,235.19947852020002
272.167431640625,236.0648558996
273.203717041016,237.1230202325
274.198736572266,238.05843433639998
275.173956298828,238.9559044229
276.179626464844,239.9550266076
277.154479980469,240.8572382046
278.180584716797,241.8822358305
279.166168212891,242.7602864084
280.186614990234,243.70745882190002
281.228625488281,244.75684022249996
282.179925537109,245.74665838620004
283.169128417969,246.5919599238
284.176422119141,247.63792441369998
285.162927246094,248.58498147170002
286.185083007813,249.50765873280002
287.189270019531,250.474501255
288.164434814453,251.4119241364
289.166839599609,252.3912648348
290.216314697266,253.43346236959997
291.207257080078,254.4013351361
292.175866699219,255.2928624233
293.176684570312,256.31180985
294.189227294922,257.25773324150003
295.155407714844,258.1882507016
296.187969970703,259.191398397
297.190460205078,260.1360648108
298.148236083984,261.0736547589
299.172235107422,262.1233583595
300.010369873047,263.7991442142
